tissue_sample_id,communication_celltype,n_cells,dataset,donor,donor_ID,status,n_total_cells,n_tissue_samples_same_donor_status,fraction,meets_min_cells,coverage_status
"GSE134809::GSM3972016::Inflamed","Epithelial",39,"GSE134809","GSM3972016","GSE134809::GSM3972016","Inflamed",3899,1,0.0100025647601949,TRUE,"adequate_cell_count"
"GSE134809::GSM3972016::Inflamed","Mast",9,"GSE134809","GSM3972016","GSE134809::GSM3972016","Inflamed",3899,1,0.0023082841754296,FALSE,"low_cell_count"
"GSE134809::GSM3972016::Inflamed","Mesenchymal_stromal",66,"GSE134809","GSM3972016","GSE134809::GSM3972016","Inflamed",3899,1,0.0169274172864837,TRUE,"adequate_cell_count"
"GSE134809::GSM3972016::Inflamed","Myeloid",193,"GSE134809","GSM3972016","GSE134809::GSM3972016","Inflamed",3899,1,0.0494998717619903,TRUE,"adequate_cell_count"
"GSE134809::GSM3972016::Inflamed","Plasma::Activated plasma",21,"GSE134809","GSM3972016","GSE134809::GSM3972016","Inflamed",3899,1,0.00538599640933573,TRUE,"adequate_cell_count"
"GSE134809::GSM3972016::Inflamed","Plasma::IgA plasma",115,"GSE134809","GSM3972016","GSE134809::GSM3972016","Inflamed",3899,1,0.0294947422416004,TRUE,"adequate_cell_count"
"GSE134809::GSM3972016::Inflamed","Plasma::IgG plasma",189,"GSE134809","GSM3972016","GSE134809::GSM3972016","Inflamed",3899,1,0.0484739676840215,TRUE,"adequate_cell_count"
"GSE134809::GSM3972016::Inflamed","Plasma::Transitional B",4,"GSE134809","GSM3972016","GSE134809::GSM3972016","Inflamed",3899,1,0.00102590407796871,FALSE,"low_cell_count"
"GSE134809::GSM3972016::Inflamed","T_NK",1514,"GSE134809","GSM3972016","GSE134809::GSM3972016","Inflamed",3899,1,0.388304693511157,TRUE,"adequate_cell_count"
"GSE134809::GSM3972017::Inflamed","B_cell::ActB3",3,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.000863557858376511,FALSE,"low_cell_count"
"GSE134809::GSM3972017::Inflamed","B_cell::CSM",86,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.02475532527346,TRUE,"adequate_cell_count"
"GSE134809::GSM3972017::Inflamed","B_cell::Centroblast B",0,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972017::Inflamed","B_cell::Centrocyte B",0,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972017::Inflamed","B_cell::DN2",9,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.00259067357512953,FALSE,"low_cell_count"
"GSE134809::GSM3972017::Inflamed","B_cell::IgM-only",2,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.000575705238917674,FALSE,"low_cell_count"
"GSE134809::GSM3972017::Inflamed","B_cell::MZ",2,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.000575705238917674,FALSE,"low_cell_count"
"GSE134809::GSM3972017::Inflamed","B_cell::Naïve B",24,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.00690846286701209,TRUE,"adequate_cell_count"
"GSE134809::GSM3972017::Inflamed","Endothelial",25,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.00719631548647093,TRUE,"adequate_cell_count"
"GSE134809::GSM3972017::Inflamed","Epithelial",567,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.163212435233161,TRUE,"adequate_cell_count"
"GSE134809::GSM3972017::Inflamed","Mast",18,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.00518134715025907,FALSE,"low_cell_count"
"GSE134809::GSM3972017::Inflamed","Mesenchymal_stromal",21,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.00604490500863558,TRUE,"adequate_cell_count"
"GSE134809::GSM3972017::Inflamed","Myeloid",199,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.0572826712723086,TRUE,"adequate_cell_count"
"GSE134809::GSM3972017::Inflamed","Plasma::Activated plasma",78,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.0224525043177893,TRUE,"adequate_cell_count"
"GSE134809::GSM3972017::Inflamed","Plasma::IgA plasma",519,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.149395509499136,TRUE,"adequate_cell_count"
"GSE134809::GSM3972017::Inflamed","Plasma::IgG plasma",8,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.0023028209556707,FALSE,"low_cell_count"
"GSE134809::GSM3972017::Inflamed","Plasma::Transitional B",1,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.000287852619458837,FALSE,"low_cell_count"
"GSE134809::GSM3972017::Inflamed","T_NK",1912,"GSE134809","GSM3972017","GSE134809::GSM3972017","Inflamed",3474,1,0.550374208405297,TRUE,"adequate_cell_count"
"GSE134809::GSM3972018::Non-inflamed","B_cell::ActB3",5,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.00230096640589047,FALSE,"low_cell_count"
"GSE134809::GSM3972018::Non-inflamed","B_cell::CSM",69,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.0317533364012885,TRUE,"adequate_cell_count"
"GSE134809::GSM3972018::Non-inflamed","B_cell::Centroblast B",1,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.000460193281178095,FALSE,"low_cell_count"
"GSE134809::GSM3972018::Non-inflamed","B_cell::Centrocyte B",0,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972018::Non-inflamed","B_cell::DN2",12,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.00552231937413714,FALSE,"low_cell_count"
"GSE134809::GSM3972018::Non-inflamed","B_cell::IgM-only",0,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972018::Non-inflamed","B_cell::MZ",1,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.000460193281178095,FALSE,"low_cell_count"
"GSE134809::GSM3972018::Non-inflamed","B_cell::Naïve B",29,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.0133456051541648,TRUE,"adequate_cell_count"
"GSE134809::GSM3972018::Non-inflamed","Endothelial",39,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.0179475379659457,TRUE,"adequate_cell_count"
"GSE134809::GSM3972018::Non-inflamed","Epithelial",862,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.396686608375518,TRUE,"adequate_cell_count"
"GSE134809::GSM3972018::Non-inflamed","Mast",17,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.00782328578002761,FALSE,"low_cell_count"
"GSE134809::GSM3972018::Non-inflamed","Mesenchymal_stromal",73,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.0335941095260009,TRUE,"adequate_cell_count"
"GSE134809::GSM3972018::Non-inflamed","Myeloid",99,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.0455591348366314,TRUE,"adequate_cell_count"
"GSE134809::GSM3972018::Non-inflamed","Plasma::Activated plasma",11,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.00506212609295904,FALSE,"low_cell_count"
"GSE134809::GSM3972018::Non-inflamed","Plasma::IgA plasma",60,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.0276115968706857,TRUE,"adequate_cell_count"
"GSE134809::GSM3972018::Non-inflamed","Plasma::IgG plasma",4,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.00184077312471238,FALSE,"low_cell_count"
"GSE134809::GSM3972018::Non-inflamed","Plasma::Transitional B",0,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972018::Non-inflamed","T_NK",891,"GSE134809","GSM3972018","GSE134809::GSM3972018","Non-inflamed",2173,1,0.410032213529682,TRUE,"adequate_cell_count"
"GSE134809::GSM3972019::Non-inflamed","B_cell::ActB3",2,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.000728066982162359,FALSE,"low_cell_count"
"GSE134809::GSM3972019::Non-inflamed","B_cell::CSM",62,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.0225700764470331,TRUE,"adequate_cell_count"
"GSE134809::GSM3972019::Non-inflamed","B_cell::Centroblast B",2,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.000728066982162359,FALSE,"low_cell_count"
"GSE134809::GSM3972019::Non-inflamed","B_cell::Centrocyte B",0,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972019::Non-inflamed","B_cell::DN2",3,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.00109210047324354,FALSE,"low_cell_count"
"GSE134809::GSM3972019::Non-inflamed","B_cell::IgM-only",1,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.000364033491081179,FALSE,"low_cell_count"
"GSE134809::GSM3972019::Non-inflamed","B_cell::MZ",0,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972019::Non-inflamed","B_cell::Naïve B",13,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.00473243538405533,FALSE,"low_cell_count"
"GSE134809::GSM3972019::Non-inflamed","Endothelial",15,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.00546050236621769,FALSE,"low_cell_count"
"GSE134809::GSM3972019::Non-inflamed","Epithelial",266,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.0968329086275937,TRUE,"adequate_cell_count"
"GSE134809::GSM3972019::Non-inflamed","Mast",64,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.0232981434291955,TRUE,"adequate_cell_count"
"GSE134809::GSM3972019::Non-inflamed","Mesenchymal_stromal",69,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.0251183108846014,TRUE,"adequate_cell_count"
"GSE134809::GSM3972019::Non-inflamed","Myeloid",241,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.0877320713505643,TRUE,"adequate_cell_count"
"GSE134809::GSM3972019::Non-inflamed","Plasma::Activated plasma",45,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.0163815070986531,TRUE,"adequate_cell_count"
"GSE134809::GSM3972019::Non-inflamed","Plasma::IgA plasma",487,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.177284310156534,TRUE,"adequate_cell_count"
"GSE134809::GSM3972019::Non-inflamed","Plasma::IgG plasma",63,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.0229341099381143,TRUE,"adequate_cell_count"
"GSE134809::GSM3972019::Non-inflamed","Plasma::Transitional B",4,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.00145613396432472,FALSE,"low_cell_count"
"GSE134809::GSM3972019::Non-inflamed","T_NK",1410,"GSE134809","GSM3972019","GSE134809::GSM3972019","Non-inflamed",2747,1,0.513287222424463,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","B_cell::ActB3",27,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.00280344720174437,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","B_cell::CSM",1061,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.110165091890769,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","B_cell::Centroblast B",10,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.00103831377842384,FALSE,"low_cell_count"
"GSE134809::GSM3972020::Inflamed","B_cell::Centrocyte B",1,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.000103831377842384,FALSE,"low_cell_count"
"GSE134809::GSM3972020::Inflamed","B_cell::DN2",27,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.00280344720174437,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","B_cell::IgM-only",59,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.00612605129270065,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","B_cell::MZ",21,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.00218045893469006,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","B_cell::Naïve B",1705,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.177032499221265,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","Endothelial",76,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.00789118471602118,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","Epithelial",95,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.00986398089502648,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","Mast",64,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.00664520818191257,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","Mesenchymal_stromal",35,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.00363409822448344,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","Myeloid",354,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.0367563077562039,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","Plasma::Activated plasma",49,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.00508773751427682,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","Plasma::IgA plasma",634,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.0658290935520714,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","Plasma::IgG plasma",220,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.0228429031253245,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","Plasma::Transitional B",61,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.00633371404838542,TRUE,"adequate_cell_count"
"GSE134809::GSM3972020::Inflamed","T_NK",5132,"GSE134809","GSM3972020","GSE134809::GSM3972020","Inflamed",9631,1,0.532862631087115,TRUE,"adequate_cell_count"
"GSE134809::GSM3972021::Non-inflamed","B_cell::ActB3",3,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0.000575926281435976,FALSE,"low_cell_count"
"GSE134809::GSM3972021::Non-inflamed","B_cell::CSM",242,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0.0464580533691687,TRUE,"adequate_cell_count"
"GSE134809::GSM3972021::Non-inflamed","B_cell::Centroblast B",2,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0.000383950854290651,FALSE,"low_cell_count"
"GSE134809::GSM3972021::Non-inflamed","B_cell::Centrocyte B",1,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0.000191975427145325,FALSE,"low_cell_count"
"GSE134809::GSM3972021::Non-inflamed","B_cell::DN2",0,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972021::Non-inflamed","B_cell::IgM-only",0,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972021::Non-inflamed","B_cell::MZ",0,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972021::Non-inflamed","B_cell::Naïve B",35,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0.00671913995008639,TRUE,"adequate_cell_count"
"GSE134809::GSM3972021::Non-inflamed","Endothelial",161,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0.0309080437703974,TRUE,"adequate_cell_count"
"GSE134809::GSM3972021::Non-inflamed","Epithelial",138,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0.0264926089460549,TRUE,"adequate_cell_count"
"GSE134809::GSM3972021::Non-inflamed","Mast",20,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0.00383950854290651,TRUE,"adequate_cell_count"
"GSE134809::GSM3972021::Non-inflamed","Mesenchymal_stromal",51,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0.0097907467844116,TRUE,"adequate_cell_count"
"GSE134809::GSM3972021::Non-inflamed","Myeloid",179,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0.0343636014590132,TRUE,"adequate_cell_count"
"GSE134809::GSM3972021::Non-inflamed","Plasma::Activated plasma",13,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0.00249568055288923,FALSE,"low_cell_count"
"GSE134809::GSM3972021::Non-inflamed","Plasma::IgA plasma",280,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0.0537531196006911,TRUE,"adequate_cell_count"
"GSE134809::GSM3972021::Non-inflamed","Plasma::IgG plasma",10,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0.00191975427145325,FALSE,"low_cell_count"
"GSE134809::GSM3972021::Non-inflamed","Plasma::Transitional B",0,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972021::Non-inflamed","T_NK",4074,"GSE134809","GSM3972021","GSE134809::GSM3972021","Non-inflamed",5209,1,0.782107890190056,TRUE,"adequate_cell_count"
"GSE134809::GSM3972022::Inflamed","B_cell::ActB3",4,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0.00223214285714286,FALSE,"low_cell_count"
"GSE134809::GSM3972022::Inflamed","B_cell::CSM",60,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0.0334821428571429,TRUE,"adequate_cell_count"
"GSE134809::GSM3972022::Inflamed","B_cell::Centroblast B",0,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972022::Inflamed","B_cell::Centrocyte B",0,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972022::Inflamed","B_cell::DN2",2,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0.00111607142857143,FALSE,"low_cell_count"
"GSE134809::GSM3972022::Inflamed","B_cell::IgM-only",0,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972022::Inflamed","B_cell::MZ",0,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972022::Inflamed","B_cell::Naïve B",40,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0.0223214285714286,TRUE,"adequate_cell_count"
"GSE134809::GSM3972022::Inflamed","Endothelial",104,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0.0580357142857143,TRUE,"adequate_cell_count"
"GSE134809::GSM3972022::Inflamed","Epithelial",27,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0.0150669642857143,TRUE,"adequate_cell_count"
"GSE134809::GSM3972022::Inflamed","Mast",11,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0.00613839285714286,FALSE,"low_cell_count"
"GSE134809::GSM3972022::Inflamed","Mesenchymal_stromal",54,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0.0301339285714286,TRUE,"adequate_cell_count"
"GSE134809::GSM3972022::Inflamed","Myeloid",237,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0.132254464285714,TRUE,"adequate_cell_count"
"GSE134809::GSM3972022::Inflamed","Plasma::Activated plasma",1,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0.000558035714285714,FALSE,"low_cell_count"
"GSE134809::GSM3972022::Inflamed","Plasma::IgA plasma",226,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0.126116071428571,TRUE,"adequate_cell_count"
"GSE134809::GSM3972022::Inflamed","Plasma::IgG plasma",71,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0.0396205357142857,TRUE,"adequate_cell_count"
"GSE134809::GSM3972022::Inflamed","Plasma::Transitional B",0,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972022::Inflamed","T_NK",955,"GSE134809","GSM3972022","GSE134809::GSM3972022","Inflamed",1792,1,0.532924107142857,TRUE,"adequate_cell_count"
"GSE134809::GSM3972023::Non-inflamed","B_cell::ActB3",6,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0.00131926121372032,FALSE,"low_cell_count"
"GSE134809::GSM3972023::Non-inflamed","B_cell::CSM",125,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0.0274846086191733,TRUE,"adequate_cell_count"
"GSE134809::GSM3972023::Non-inflamed","B_cell::Centroblast B",1,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0.000219876868953386,FALSE,"low_cell_count"
"GSE134809::GSM3972023::Non-inflamed","B_cell::Centrocyte B",0,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972023::Non-inflamed","B_cell::DN2",21,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0.00461741424802111,TRUE,"adequate_cell_count"
"GSE134809::GSM3972023::Non-inflamed","B_cell::IgM-only",0,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972023::Non-inflamed","B_cell::MZ",0,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0,FALSE,"absent_zero_cells"
"GSE134809::GSM3972023::Non-inflamed","B_cell::Naïve B",6,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0.00131926121372032,FALSE,"low_cell_count"
"GSE134809::GSM3972023::Non-inflamed","Endothelial",244,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0.0536499560246262,TRUE,"adequate_cell_count"
"GSE134809::GSM3972023::Non-inflamed","Epithelial",30,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0.00659630606860158,TRUE,"adequate_cell_count"
"GSE134809::GSM3972023::Non-inflamed","Mast",8,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0.00175901495162709,FALSE,"low_cell_count"
"GSE134809::GSM3972023::Non-inflamed","Mesenchymal_stromal",521,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0.114555848724714,TRUE,"adequate_cell_count"
"GSE134809::GSM3972023::Non-inflamed","Myeloid",319,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0.0701407211961302,TRUE,"adequate_cell_count"
"GSE134809::GSM3972023::Non-inflamed","Plasma::Activated plasma",29,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0.0063764291996482,TRUE,"adequate_cell_count"
"GSE134809::GSM3972023::Non-inflamed","Plasma::IgA plasma",159,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0.0349604221635884,TRUE,"adequate_cell_count"
"GSE134809::GSM3972023::Non-inflamed","Plasma::IgG plasma",16,"GSE134809","GSM3972023","GSE134809::GSM3972023","Non-inflamed",4548,1,0.00351802990325418,FALSE,"low_cell_count"
