dataset,sender,receiver,contrast,reference,target,n_reference_donors,n_target_donors,n_paired_donors,n_reference_only,n_target_only,both_groups_present
"SCP2959","Plasma::IgA plasma","T_NK","Inflamed_minus_Control","Control","Inflamed",4,1,0,4,1,TRUE
"SCP2959","Plasma::IgA plasma","T_NK","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"SCP2959","Plasma::IgA plasma","T_NK","Stricture_minus_Inflamed","Inflamed","Stricture",1,14,1,0,13,TRUE
"SCP2959","Plasma::IgG plasma","Endothelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",4,8,2,2,6,TRUE
"SCP2959","Plasma::IgG plasma","Endothelial","Stricture_minus_Control","Control","Stricture",2,8,0,2,8,TRUE
"SCP2959","Plasma::IgG plasma","Endothelial","Inflamed_minus_Control","Control","Inflamed",2,1,0,2,1,TRUE
"SCP2959","Plasma::IgG plasma","Endothelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"SCP2959","Plasma::IgG plasma","Endothelial","Stricture_minus_Inflamed","Inflamed","Stricture",1,8,0,1,8,TRUE
"SCP2959","Plasma::IgG plasma","Epithelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",4,10,2,2,8,TRUE
"SCP2959","Plasma::IgG plasma","Epithelial","Stricture_minus_Control","Control","Stricture",2,10,0,2,10,TRUE
"SCP2959","Plasma::IgG plasma","Epithelial","Inflamed_minus_Control","Control","Inflamed",2,1,0,2,1,TRUE
"SCP2959","Plasma::IgG plasma","Epithelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"SCP2959","Plasma::IgG plasma","Epithelial","Stricture_minus_Inflamed","Inflamed","Stricture",1,10,1,0,9,TRUE
"SCP2959","Plasma::IgG plasma","Mast","Stricture_minus_Non_stricture","Non-stricture","Stricture",3,8,1,2,7,TRUE
"SCP2959","Plasma::IgG plasma","Mast","Stricture_minus_Control","Control","Stricture",2,8,0,2,8,TRUE
"SCP2959","Plasma::IgG plasma","Mast","Inflamed_minus_Control","Control","Inflamed",2,0,0,2,0,FALSE
"SCP2959","Plasma::IgG plasma","Mast","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Plasma::IgG plasma","Mast","Stricture_minus_Inflamed","Inflamed","Stricture",0,8,0,0,8,FALSE
"SCP2959","Plasma::IgG plasma","Mesenchymal_stromal","Stricture_minus_Non_stricture","Non-stricture","Stricture",3,9,2,1,7,TRUE
"SCP2959","Plasma::IgG plasma","Mesenchymal_stromal","Stricture_minus_Control","Control","Stricture",2,9,0,2,9,TRUE
"SCP2959","Plasma::IgG plasma","Mesenchymal_stromal","Inflamed_minus_Control","Control","Inflamed",2,1,0,2,1,TRUE
"SCP2959","Plasma::IgG plasma","Mesenchymal_stromal","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"SCP2959","Plasma::IgG plasma","Mesenchymal_stromal","Stricture_minus_Inflamed","Inflamed","Stricture",1,9,1,0,8,TRUE
"SCP2959","Plasma::IgG plasma","Myeloid","Stricture_minus_Non_stricture","Non-stricture","Stricture",4,10,2,2,8,TRUE
"SCP2959","Plasma::IgG plasma","Myeloid","Stricture_minus_Control","Control","Stricture",2,10,0,2,10,TRUE
"SCP2959","Plasma::IgG plasma","Myeloid","Inflamed_minus_Control","Control","Inflamed",2,1,0,2,1,TRUE
"SCP2959","Plasma::IgG plasma","Myeloid","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"SCP2959","Plasma::IgG plasma","Myeloid","Stricture_minus_Inflamed","Inflamed","Stricture",1,10,1,0,9,TRUE
"SCP2959","Plasma::IgG plasma","T_NK","Stricture_minus_Non_stricture","Non-stricture","Stricture",4,10,2,2,8,TRUE
"SCP2959","Plasma::IgG plasma","T_NK","Stricture_minus_Control","Control","Stricture",2,10,0,2,10,TRUE
"SCP2959","Plasma::IgG plasma","T_NK","Inflamed_minus_Control","Control","Inflamed",2,1,0,2,1,TRUE
"SCP2959","Plasma::IgG plasma","T_NK","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"SCP2959","Plasma::IgG plasma","T_NK","Stricture_minus_Inflamed","Inflamed","Stricture",1,10,1,0,9,TRUE
"SCP2959","Plasma::Transitional B","Endothelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",1,1,0,1,1,TRUE
"SCP2959","Plasma::Transitional B","Endothelial","Stricture_minus_Control","Control","Stricture",0,1,0,0,1,FALSE
"SCP2959","Plasma::Transitional B","Endothelial","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Plasma::Transitional B","Endothelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Plasma::Transitional B","Endothelial","Stricture_minus_Inflamed","Inflamed","Stricture",0,1,0,0,1,FALSE
"SCP2959","Plasma::Transitional B","Epithelial","Stricture_minus_Non_stricture","Non-stricture","Stricture",1,1,0,1,1,TRUE
"SCP2959","Plasma::Transitional B","Epithelial","Stricture_minus_Control","Control","Stricture",0,1,0,0,1,FALSE
"SCP2959","Plasma::Transitional B","Epithelial","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Plasma::Transitional B","Epithelial","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Plasma::Transitional B","Epithelial","Stricture_minus_Inflamed","Inflamed","Stricture",0,1,0,0,1,FALSE
"SCP2959","Plasma::Transitional B","Mast","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,1,0,0,1,FALSE
"SCP2959","Plasma::Transitional B","Mast","Stricture_minus_Control","Control","Stricture",0,1,0,0,1,FALSE
"SCP2959","Plasma::Transitional B","Mast","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Plasma::Transitional B","Mast","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Plasma::Transitional B","Mast","Stricture_minus_Inflamed","Inflamed","Stricture",0,1,0,0,1,FALSE
"SCP2959","Plasma::Transitional B","Mesenchymal_stromal","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,1,0,0,1,FALSE
"SCP2959","Plasma::Transitional B","Mesenchymal_stromal","Stricture_minus_Control","Control","Stricture",0,1,0,0,1,FALSE
"SCP2959","Plasma::Transitional B","Mesenchymal_stromal","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Plasma::Transitional B","Mesenchymal_stromal","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Plasma::Transitional B","Mesenchymal_stromal","Stricture_minus_Inflamed","Inflamed","Stricture",0,1,0,0,1,FALSE
"SCP2959","Plasma::Transitional B","Myeloid","Stricture_minus_Non_stricture","Non-stricture","Stricture",1,1,0,1,1,TRUE
"SCP2959","Plasma::Transitional B","Myeloid","Stricture_minus_Control","Control","Stricture",0,1,0,0,1,FALSE
"SCP2959","Plasma::Transitional B","Myeloid","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Plasma::Transitional B","Myeloid","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Plasma::Transitional B","Myeloid","Stricture_minus_Inflamed","Inflamed","Stricture",0,1,0,0,1,FALSE
"SCP2959","Plasma::Transitional B","T_NK","Stricture_minus_Non_stricture","Non-stricture","Stricture",1,1,0,1,1,TRUE
"SCP2959","Plasma::Transitional B","T_NK","Stricture_minus_Control","Control","Stricture",0,1,0,0,1,FALSE
"SCP2959","Plasma::Transitional B","T_NK","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Plasma::Transitional B","T_NK","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Plasma::Transitional B","T_NK","Stricture_minus_Inflamed","Inflamed","Stricture",0,1,0,0,1,FALSE
"SCP2959","Endothelial","B_cell::ActB3","Stricture_minus_Non_stricture","Non-stricture","Stricture",3,6,1,2,5,TRUE
"SCP2959","Endothelial","B_cell::ActB3","Stricture_minus_Control","Control","Stricture",3,6,0,3,6,TRUE
"SCP2959","Endothelial","B_cell::ActB3","Inflamed_minus_Control","Control","Inflamed",3,0,0,3,0,FALSE
"SCP2959","Endothelial","B_cell::ActB3","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Endothelial","B_cell::ActB3","Stricture_minus_Inflamed","Inflamed","Stricture",0,6,0,0,6,FALSE
"SCP2959","Endothelial","B_cell::CSM","Stricture_minus_Non_stricture","Non-stricture","Stricture",10,9,6,4,3,TRUE
"SCP2959","Endothelial","B_cell::CSM","Stricture_minus_Control","Control","Stricture",4,9,0,4,9,TRUE
"SCP2959","Endothelial","B_cell::CSM","Inflamed_minus_Control","Control","Inflamed",4,0,0,4,0,FALSE
"SCP2959","Endothelial","B_cell::CSM","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Endothelial","B_cell::CSM","Stricture_minus_Inflamed","Inflamed","Stricture",0,9,0,0,9,FALSE
"SCP2959","Endothelial","B_cell::Centroblast B","Stricture_minus_Non_stricture","Non-stricture","Stricture",4,2,0,4,2,TRUE
"SCP2959","Endothelial","B_cell::Centroblast B","Stricture_minus_Control","Control","Stricture",2,2,0,2,2,TRUE
"SCP2959","Endothelial","B_cell::Centroblast B","Inflamed_minus_Control","Control","Inflamed",2,0,0,2,0,FALSE
"SCP2959","Endothelial","B_cell::Centroblast B","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Endothelial","B_cell::Centroblast B","Stricture_minus_Inflamed","Inflamed","Stricture",0,2,0,0,2,FALSE
"SCP2959","Endothelial","B_cell::Centrocyte B","Stricture_minus_Non_stricture","Non-stricture","Stricture",2,2,0,2,2,TRUE
"SCP2959","Endothelial","B_cell::Centrocyte B","Stricture_minus_Control","Control","Stricture",2,2,0,2,2,TRUE
"SCP2959","Endothelial","B_cell::Centrocyte B","Inflamed_minus_Control","Control","Inflamed",2,0,0,2,0,FALSE
"SCP2959","Endothelial","B_cell::Centrocyte B","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Endothelial","B_cell::Centrocyte B","Stricture_minus_Inflamed","Inflamed","Stricture",0,2,0,0,2,FALSE
"SCP2959","Endothelial","B_cell::DN2","Stricture_minus_Non_stricture","Non-stricture","Stricture",5,5,1,4,4,TRUE
"SCP2959","Endothelial","B_cell::DN2","Stricture_minus_Control","Control","Stricture",1,5,0,1,5,TRUE
"SCP2959","Endothelial","B_cell::DN2","Inflamed_minus_Control","Control","Inflamed",1,1,0,1,1,TRUE
"SCP2959","Endothelial","B_cell::DN2","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"SCP2959","Endothelial","B_cell::DN2","Stricture_minus_Inflamed","Inflamed","Stricture",1,5,0,1,5,TRUE
"SCP2959","Endothelial","B_cell::IgM-only","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,2,0,0,2,FALSE
"SCP2959","Endothelial","B_cell::IgM-only","Stricture_minus_Control","Control","Stricture",1,2,0,1,2,TRUE
"SCP2959","Endothelial","B_cell::IgM-only","Inflamed_minus_Control","Control","Inflamed",1,0,0,1,0,FALSE
"SCP2959","Endothelial","B_cell::IgM-only","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Endothelial","B_cell::IgM-only","Stricture_minus_Inflamed","Inflamed","Stricture",0,2,0,0,2,FALSE
"SCP2959","Endothelial","B_cell::MZ","Stricture_minus_Non_stricture","Non-stricture","Stricture",1,2,0,1,2,TRUE
"SCP2959","Endothelial","B_cell::MZ","Stricture_minus_Control","Control","Stricture",1,2,0,1,2,TRUE
"SCP2959","Endothelial","B_cell::MZ","Inflamed_minus_Control","Control","Inflamed",1,0,0,1,0,FALSE
"SCP2959","Endothelial","B_cell::MZ","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Endothelial","B_cell::MZ","Stricture_minus_Inflamed","Inflamed","Stricture",0,2,0,0,2,FALSE
"SCP2959","Endothelial","B_cell::Naïve B","Stricture_minus_Non_stricture","Non-stricture","Stricture",4,6,1,3,5,TRUE
"SCP2959","Endothelial","B_cell::Naïve B","Stricture_minus_Control","Control","Stricture",4,6,0,4,6,TRUE
"SCP2959","Endothelial","B_cell::Naïve B","Inflamed_minus_Control","Control","Inflamed",4,0,0,4,0,FALSE
"SCP2959","Endothelial","B_cell::Naïve B","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Endothelial","B_cell::Naïve B","Stricture_minus_Inflamed","Inflamed","Stricture",0,6,0,0,6,FALSE
"SCP2959","Endothelial","Plasma::Activated plasma","Stricture_minus_Non_stricture","Non-stricture","Stricture",10,9,6,4,3,TRUE
"SCP2959","Endothelial","Plasma::Activated plasma","Stricture_minus_Control","Control","Stricture",4,9,0,4,9,TRUE
"SCP2959","Endothelial","Plasma::Activated plasma","Inflamed_minus_Control","Control","Inflamed",4,0,0,4,0,FALSE
"SCP2959","Endothelial","Plasma::Activated plasma","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Endothelial","Plasma::Activated plasma","Stricture_minus_Inflamed","Inflamed","Stricture",0,9,0,0,9,FALSE
"SCP2959","Endothelial","Plasma::IgA plasma","Stricture_minus_Non_stricture","Non-stricture","Stricture",10,10,7,3,3,TRUE
"SCP2959","Endothelial","Plasma::IgA plasma","Stricture_minus_Control","Control","Stricture",3,10,0,3,10,TRUE
"SCP2959","Endothelial","Plasma::IgA plasma","Inflamed_minus_Control","Control","Inflamed",3,1,0,3,1,TRUE
"SCP2959","Endothelial","Plasma::IgA plasma","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"SCP2959","Endothelial","Plasma::IgA plasma","Stricture_minus_Inflamed","Inflamed","Stricture",1,10,0,1,10,TRUE
"SCP2959","Endothelial","Plasma::IgG plasma","Stricture_minus_Non_stricture","Non-stricture","Stricture",4,8,2,2,6,TRUE
"SCP2959","Endothelial","Plasma::IgG plasma","Stricture_minus_Control","Control","Stricture",2,8,0,2,8,TRUE
"SCP2959","Endothelial","Plasma::IgG plasma","Inflamed_minus_Control","Control","Inflamed",2,1,0,2,1,TRUE
"SCP2959","Endothelial","Plasma::IgG plasma","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"SCP2959","Endothelial","Plasma::IgG plasma","Stricture_minus_Inflamed","Inflamed","Stricture",1,8,0,1,8,TRUE
"SCP2959","Endothelial","Plasma::Transitional B","Stricture_minus_Non_stricture","Non-stricture","Stricture",1,1,0,1,1,TRUE
"SCP2959","Endothelial","Plasma::Transitional B","Stricture_minus_Control","Control","Stricture",0,1,0,0,1,FALSE
"SCP2959","Endothelial","Plasma::Transitional B","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Endothelial","Plasma::Transitional B","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Endothelial","Plasma::Transitional B","Stricture_minus_Inflamed","Inflamed","Stricture",0,1,0,0,1,FALSE
"SCP2959","Epithelial","B_cell::ActB3","Stricture_minus_Non_stricture","Non-stricture","Stricture",3,8,2,1,6,TRUE
"SCP2959","Epithelial","B_cell::ActB3","Stricture_minus_Control","Control","Stricture",3,8,0,3,8,TRUE
"SCP2959","Epithelial","B_cell::ActB3","Inflamed_minus_Control","Control","Inflamed",3,0,0,3,0,FALSE
"SCP2959","Epithelial","B_cell::ActB3","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Epithelial","B_cell::ActB3","Stricture_minus_Inflamed","Inflamed","Stricture",0,8,0,0,8,FALSE
"SCP2959","Epithelial","B_cell::CSM","Stricture_minus_Non_stricture","Non-stricture","Stricture",11,12,8,3,4,TRUE
"SCP2959","Epithelial","B_cell::CSM","Stricture_minus_Control","Control","Stricture",4,12,0,4,12,TRUE
"SCP2959","Epithelial","B_cell::CSM","Inflamed_minus_Control","Control","Inflamed",4,0,0,4,0,FALSE
"SCP2959","Epithelial","B_cell::CSM","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Epithelial","B_cell::CSM","Stricture_minus_Inflamed","Inflamed","Stricture",0,12,0,0,12,FALSE
"SCP2959","Epithelial","B_cell::Centroblast B","Stricture_minus_Non_stricture","Non-stricture","Stricture",4,3,1,3,2,TRUE
"SCP2959","Epithelial","B_cell::Centroblast B","Stricture_minus_Control","Control","Stricture",2,3,0,2,3,TRUE
"SCP2959","Epithelial","B_cell::Centroblast B","Inflamed_minus_Control","Control","Inflamed",2,0,0,2,0,FALSE
"SCP2959","Epithelial","B_cell::Centroblast B","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Epithelial","B_cell::Centroblast B","Stricture_minus_Inflamed","Inflamed","Stricture",0,3,0,0,3,FALSE
"SCP2959","Epithelial","B_cell::Centrocyte B","Stricture_minus_Non_stricture","Non-stricture","Stricture",2,3,1,1,2,TRUE
"SCP2959","Epithelial","B_cell::Centrocyte B","Stricture_minus_Control","Control","Stricture",2,3,0,2,3,TRUE
"SCP2959","Epithelial","B_cell::Centrocyte B","Inflamed_minus_Control","Control","Inflamed",2,0,0,2,0,FALSE
"SCP2959","Epithelial","B_cell::Centrocyte B","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Epithelial","B_cell::Centrocyte B","Stricture_minus_Inflamed","Inflamed","Stricture",0,3,0,0,3,FALSE
"SCP2959","Epithelial","B_cell::DN2","Stricture_minus_Non_stricture","Non-stricture","Stricture",5,6,1,4,5,TRUE
"SCP2959","Epithelial","B_cell::DN2","Stricture_minus_Control","Control","Stricture",1,6,0,1,6,TRUE
"SCP2959","Epithelial","B_cell::DN2","Inflamed_minus_Control","Control","Inflamed",1,1,0,1,1,TRUE
"SCP2959","Epithelial","B_cell::DN2","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"SCP2959","Epithelial","B_cell::DN2","Stricture_minus_Inflamed","Inflamed","Stricture",1,6,0,1,6,TRUE
"SCP2959","Epithelial","B_cell::IgM-only","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,2,0,0,2,FALSE
"SCP2959","Epithelial","B_cell::IgM-only","Stricture_minus_Control","Control","Stricture",1,2,0,1,2,TRUE
"SCP2959","Epithelial","B_cell::IgM-only","Inflamed_minus_Control","Control","Inflamed",1,0,0,1,0,FALSE
"SCP2959","Epithelial","B_cell::IgM-only","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Epithelial","B_cell::IgM-only","Stricture_minus_Inflamed","Inflamed","Stricture",0,2,0,0,2,FALSE
"SCP2959","Epithelial","B_cell::MZ","Stricture_minus_Non_stricture","Non-stricture","Stricture",1,3,1,0,2,TRUE
"SCP2959","Epithelial","B_cell::MZ","Stricture_minus_Control","Control","Stricture",1,3,0,1,3,TRUE
"SCP2959","Epithelial","B_cell::MZ","Inflamed_minus_Control","Control","Inflamed",1,0,0,1,0,FALSE
"SCP2959","Epithelial","B_cell::MZ","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Epithelial","B_cell::MZ","Stricture_minus_Inflamed","Inflamed","Stricture",0,3,0,0,3,FALSE
"SCP2959","Epithelial","B_cell::Naïve B","Stricture_minus_Non_stricture","Non-stricture","Stricture",4,8,2,2,6,TRUE
"SCP2959","Epithelial","B_cell::Naïve B","Stricture_minus_Control","Control","Stricture",4,8,0,4,8,TRUE
"SCP2959","Epithelial","B_cell::Naïve B","Inflamed_minus_Control","Control","Inflamed",4,0,0,4,0,FALSE
"SCP2959","Epithelial","B_cell::Naïve B","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Epithelial","B_cell::Naïve B","Stricture_minus_Inflamed","Inflamed","Stricture",0,8,0,0,8,FALSE
"SCP2959","Epithelial","Plasma::Activated plasma","Stricture_minus_Non_stricture","Non-stricture","Stricture",10,11,7,3,4,TRUE
"SCP2959","Epithelial","Plasma::Activated plasma","Stricture_minus_Control","Control","Stricture",5,11,0,5,11,TRUE
"SCP2959","Epithelial","Plasma::Activated plasma","Inflamed_minus_Control","Control","Inflamed",5,0,0,5,0,FALSE
"SCP2959","Epithelial","Plasma::Activated plasma","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Epithelial","Plasma::Activated plasma","Stricture_minus_Inflamed","Inflamed","Stricture",0,11,0,0,11,FALSE
"SCP2959","Epithelial","Plasma::IgA plasma","Stricture_minus_Non_stricture","Non-stricture","Stricture",10,14,9,1,5,TRUE
"SCP2959","Epithelial","Plasma::IgA plasma","Stricture_minus_Control","Control","Stricture",4,14,0,4,14,TRUE
"SCP2959","Epithelial","Plasma::IgA plasma","Inflamed_minus_Control","Control","Inflamed",4,1,0,4,1,TRUE
"SCP2959","Epithelial","Plasma::IgA plasma","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"SCP2959","Epithelial","Plasma::IgA plasma","Stricture_minus_Inflamed","Inflamed","Stricture",1,14,1,0,13,TRUE
"SCP2959","Epithelial","Plasma::IgG plasma","Stricture_minus_Non_stricture","Non-stricture","Stricture",4,10,2,2,8,TRUE
"SCP2959","Epithelial","Plasma::IgG plasma","Stricture_minus_Control","Control","Stricture",2,10,0,2,10,TRUE
"SCP2959","Epithelial","Plasma::IgG plasma","Inflamed_minus_Control","Control","Inflamed",2,1,0,2,1,TRUE
"SCP2959","Epithelial","Plasma::IgG plasma","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,1,0,0,1,FALSE
"SCP2959","Epithelial","Plasma::IgG plasma","Stricture_minus_Inflamed","Inflamed","Stricture",1,10,1,0,9,TRUE
"SCP2959","Epithelial","Plasma::Transitional B","Stricture_minus_Non_stricture","Non-stricture","Stricture",1,1,0,1,1,TRUE
"SCP2959","Epithelial","Plasma::Transitional B","Stricture_minus_Control","Control","Stricture",0,1,0,0,1,FALSE
"SCP2959","Epithelial","Plasma::Transitional B","Inflamed_minus_Control","Control","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Epithelial","Plasma::Transitional B","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Epithelial","Plasma::Transitional B","Stricture_minus_Inflamed","Inflamed","Stricture",0,1,0,0,1,FALSE
"SCP2959","Mast","B_cell::ActB3","Stricture_minus_Non_stricture","Non-stricture","Stricture",2,5,1,1,4,TRUE
"SCP2959","Mast","B_cell::ActB3","Stricture_minus_Control","Control","Stricture",3,5,0,3,5,TRUE
"SCP2959","Mast","B_cell::ActB3","Inflamed_minus_Control","Control","Inflamed",3,0,0,3,0,FALSE
"SCP2959","Mast","B_cell::ActB3","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Mast","B_cell::ActB3","Stricture_minus_Inflamed","Inflamed","Stricture",0,5,0,0,5,FALSE
"SCP2959","Mast","B_cell::CSM","Stricture_minus_Non_stricture","Non-stricture","Stricture",9,8,4,5,4,TRUE
"SCP2959","Mast","B_cell::CSM","Stricture_minus_Control","Control","Stricture",4,8,0,4,8,TRUE
"SCP2959","Mast","B_cell::CSM","Inflamed_minus_Control","Control","Inflamed",4,0,0,4,0,FALSE
"SCP2959","Mast","B_cell::CSM","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Mast","B_cell::CSM","Stricture_minus_Inflamed","Inflamed","Stricture",0,8,0,0,8,FALSE
"SCP2959","Mast","B_cell::Centroblast B","Stricture_minus_Non_stricture","Non-stricture","Stricture",3,2,0,3,2,TRUE
"SCP2959","Mast","B_cell::Centroblast B","Stricture_minus_Control","Control","Stricture",2,2,0,2,2,TRUE
"SCP2959","Mast","B_cell::Centroblast B","Inflamed_minus_Control","Control","Inflamed",2,0,0,2,0,FALSE
"SCP2959","Mast","B_cell::Centroblast B","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Mast","B_cell::Centroblast B","Stricture_minus_Inflamed","Inflamed","Stricture",0,2,0,0,2,FALSE
"SCP2959","Mast","B_cell::Centrocyte B","Stricture_minus_Non_stricture","Non-stricture","Stricture",1,2,0,1,2,TRUE
"SCP2959","Mast","B_cell::Centrocyte B","Stricture_minus_Control","Control","Stricture",2,2,0,2,2,TRUE
"SCP2959","Mast","B_cell::Centrocyte B","Inflamed_minus_Control","Control","Inflamed",2,0,0,2,0,FALSE
"SCP2959","Mast","B_cell::Centrocyte B","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Mast","B_cell::Centrocyte B","Stricture_minus_Inflamed","Inflamed","Stricture",0,2,0,0,2,FALSE
"SCP2959","Mast","B_cell::DN2","Stricture_minus_Non_stricture","Non-stricture","Stricture",4,4,1,3,3,TRUE
"SCP2959","Mast","B_cell::DN2","Stricture_minus_Control","Control","Stricture",1,4,0,1,4,TRUE
"SCP2959","Mast","B_cell::DN2","Inflamed_minus_Control","Control","Inflamed",1,0,0,1,0,FALSE
"SCP2959","Mast","B_cell::DN2","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Mast","B_cell::DN2","Stricture_minus_Inflamed","Inflamed","Stricture",0,4,0,0,4,FALSE
"SCP2959","Mast","B_cell::IgM-only","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,2,0,0,2,FALSE
"SCP2959","Mast","B_cell::IgM-only","Stricture_minus_Control","Control","Stricture",1,2,0,1,2,TRUE
"SCP2959","Mast","B_cell::IgM-only","Inflamed_minus_Control","Control","Inflamed",1,0,0,1,0,FALSE
"SCP2959","Mast","B_cell::IgM-only","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Mast","B_cell::IgM-only","Stricture_minus_Inflamed","Inflamed","Stricture",0,2,0,0,2,FALSE
"SCP2959","Mast","B_cell::MZ","Stricture_minus_Non_stricture","Non-stricture","Stricture",0,2,0,0,2,FALSE
"SCP2959","Mast","B_cell::MZ","Stricture_minus_Control","Control","Stricture",1,2,0,1,2,TRUE
"SCP2959","Mast","B_cell::MZ","Inflamed_minus_Control","Control","Inflamed",1,0,0,1,0,FALSE
"SCP2959","Mast","B_cell::MZ","Inflamed_minus_Non_inflamed","Non-inflamed","Inflamed",0,0,0,0,0,FALSE
"SCP2959","Mast","B_cell::MZ","Stricture_minus_Inflamed","Inflamed","Stricture",0,2,0,0,2,FALSE
"SCP2959","Mast","B_cell::Naïve B","Stricture_minus_Non_stricture","Non-stricture","Stricture",3,6,1,2,5,TRUE
