dataset,donor,donor_ID,status,tissue_sample_id,n_total_cells,n_tissue_samples_same_donor_status,sender,receiver,n_sender,n_receiver,count_eligible,reason,min_cells_required
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"Myeloid","B_cell::Naïve B",2741,2,FALSE,"low_cell_count",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"Myeloid","Plasma::Activated plasma",2741,0,FALSE,"absent_population",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"Myeloid","Plasma::IgA plasma",2741,800,TRUE,"adequate_cell_counts",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"Myeloid","Plasma::IgG plasma",2741,0,FALSE,"absent_population",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"Myeloid","Plasma::Transitional B",2741,0,FALSE,"absent_population",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"T_NK","B_cell::ActB3",118,0,FALSE,"absent_population",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"T_NK","B_cell::CSM",118,17,FALSE,"low_cell_count",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"T_NK","B_cell::Centroblast B",118,5,FALSE,"low_cell_count",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"T_NK","B_cell::Centrocyte B",118,0,FALSE,"absent_population",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"T_NK","B_cell::DN2",118,1,FALSE,"low_cell_count",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"T_NK","B_cell::IgM-only",118,0,FALSE,"absent_population",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"T_NK","B_cell::MZ",118,0,FALSE,"absent_population",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"T_NK","B_cell::Naïve B",118,2,FALSE,"low_cell_count",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"T_NK","Plasma::Activated plasma",118,0,FALSE,"absent_population",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"T_NK","Plasma::IgA plasma",118,800,TRUE,"adequate_cell_counts",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"T_NK","Plasma::IgG plasma",118,0,FALSE,"absent_population",20
"SCP1884","166301","SCP1884::166301","Non-inflamed","SCP1884::166301::Non-inflamed",40361,1,"T_NK","Plasma::Transitional B",118,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::ActB3","Endothelial",0,5583,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::ActB3","Epithelial",0,8366,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::ActB3","Mast",0,22,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::ActB3","Mesenchymal_stromal",0,10350,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::ActB3","Myeloid",0,2967,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::ActB3","T_NK",0,2684,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::CSM","Endothelial",411,5583,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::CSM","Epithelial",411,8366,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::CSM","Mast",411,22,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::CSM","Mesenchymal_stromal",411,10350,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::CSM","Myeloid",411,2967,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::CSM","T_NK",411,2684,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Centroblast B","Endothelial",3,5583,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Centroblast B","Epithelial",3,8366,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Centroblast B","Mast",3,22,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Centroblast B","Mesenchymal_stromal",3,10350,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Centroblast B","Myeloid",3,2967,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Centroblast B","T_NK",3,2684,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Centrocyte B","Endothelial",0,5583,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Centrocyte B","Epithelial",0,8366,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Centrocyte B","Mast",0,22,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Centrocyte B","Mesenchymal_stromal",0,10350,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Centrocyte B","Myeloid",0,2967,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Centrocyte B","T_NK",0,2684,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::DN2","Endothelial",1,5583,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::DN2","Epithelial",1,8366,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::DN2","Mast",1,22,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::DN2","Mesenchymal_stromal",1,10350,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::DN2","Myeloid",1,2967,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::DN2","T_NK",1,2684,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::IgM-only","Endothelial",0,5583,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::IgM-only","Epithelial",0,8366,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::IgM-only","Mast",0,22,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::IgM-only","Mesenchymal_stromal",0,10350,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::IgM-only","Myeloid",0,2967,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::IgM-only","T_NK",0,2684,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::MZ","Endothelial",1,5583,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::MZ","Epithelial",1,8366,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::MZ","Mast",1,22,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::MZ","Mesenchymal_stromal",1,10350,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::MZ","Myeloid",1,2967,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::MZ","T_NK",1,2684,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Naïve B","Endothelial",30,5583,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Naïve B","Epithelial",30,8366,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Naïve B","Mast",30,22,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Naïve B","Mesenchymal_stromal",30,10350,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Naïve B","Myeloid",30,2967,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"B_cell::Naïve B","T_NK",30,2684,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::Activated plasma","Endothelial",31,5583,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::Activated plasma","Epithelial",31,8366,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::Activated plasma","Mast",31,22,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::Activated plasma","Mesenchymal_stromal",31,10350,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::Activated plasma","Myeloid",31,2967,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::Activated plasma","T_NK",31,2684,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::IgA plasma","Endothelial",5236,5583,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::IgA plasma","Epithelial",5236,8366,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::IgA plasma","Mast",5236,22,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::IgA plasma","Mesenchymal_stromal",5236,10350,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::IgA plasma","Myeloid",5236,2967,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::IgA plasma","T_NK",5236,2684,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::IgG plasma","Endothelial",28,5583,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::IgG plasma","Epithelial",28,8366,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::IgG plasma","Mast",28,22,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::IgG plasma","Mesenchymal_stromal",28,10350,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::IgG plasma","Myeloid",28,2967,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::IgG plasma","T_NK",28,2684,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::Transitional B","Endothelial",0,5583,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::Transitional B","Epithelial",0,8366,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::Transitional B","Mast",0,22,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::Transitional B","Mesenchymal_stromal",0,10350,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::Transitional B","Myeloid",0,2967,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Plasma::Transitional B","T_NK",0,2684,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Endothelial","B_cell::ActB3",5583,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Endothelial","B_cell::CSM",5583,411,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Endothelial","B_cell::Centroblast B",5583,3,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Endothelial","B_cell::Centrocyte B",5583,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Endothelial","B_cell::DN2",5583,1,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Endothelial","B_cell::IgM-only",5583,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Endothelial","B_cell::MZ",5583,1,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Endothelial","B_cell::Naïve B",5583,30,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Endothelial","Plasma::Activated plasma",5583,31,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Endothelial","Plasma::IgA plasma",5583,5236,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Endothelial","Plasma::IgG plasma",5583,28,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Endothelial","Plasma::Transitional B",5583,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Epithelial","B_cell::ActB3",8366,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Epithelial","B_cell::CSM",8366,411,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Epithelial","B_cell::Centroblast B",8366,3,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Epithelial","B_cell::Centrocyte B",8366,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Epithelial","B_cell::DN2",8366,1,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Epithelial","B_cell::IgM-only",8366,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Epithelial","B_cell::MZ",8366,1,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Epithelial","B_cell::Naïve B",8366,30,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Epithelial","Plasma::Activated plasma",8366,31,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Epithelial","Plasma::IgA plasma",8366,5236,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Epithelial","Plasma::IgG plasma",8366,28,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Epithelial","Plasma::Transitional B",8366,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mast","B_cell::ActB3",22,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mast","B_cell::CSM",22,411,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mast","B_cell::Centroblast B",22,3,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mast","B_cell::Centrocyte B",22,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mast","B_cell::DN2",22,1,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mast","B_cell::IgM-only",22,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mast","B_cell::MZ",22,1,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mast","B_cell::Naïve B",22,30,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mast","Plasma::Activated plasma",22,31,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mast","Plasma::IgA plasma",22,5236,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mast","Plasma::IgG plasma",22,28,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mast","Plasma::Transitional B",22,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mesenchymal_stromal","B_cell::ActB3",10350,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mesenchymal_stromal","B_cell::CSM",10350,411,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mesenchymal_stromal","B_cell::Centroblast B",10350,3,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mesenchymal_stromal","B_cell::Centrocyte B",10350,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mesenchymal_stromal","B_cell::DN2",10350,1,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mesenchymal_stromal","B_cell::IgM-only",10350,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mesenchymal_stromal","B_cell::MZ",10350,1,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mesenchymal_stromal","B_cell::Naïve B",10350,30,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mesenchymal_stromal","Plasma::Activated plasma",10350,31,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mesenchymal_stromal","Plasma::IgA plasma",10350,5236,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mesenchymal_stromal","Plasma::IgG plasma",10350,28,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Mesenchymal_stromal","Plasma::Transitional B",10350,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Myeloid","B_cell::ActB3",2967,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Myeloid","B_cell::CSM",2967,411,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Myeloid","B_cell::Centroblast B",2967,3,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Myeloid","B_cell::Centrocyte B",2967,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Myeloid","B_cell::DN2",2967,1,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Myeloid","B_cell::IgM-only",2967,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Myeloid","B_cell::MZ",2967,1,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Myeloid","B_cell::Naïve B",2967,30,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Myeloid","Plasma::Activated plasma",2967,31,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Myeloid","Plasma::IgA plasma",2967,5236,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Myeloid","Plasma::IgG plasma",2967,28,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"Myeloid","Plasma::Transitional B",2967,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"T_NK","B_cell::ActB3",2684,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"T_NK","B_cell::CSM",2684,411,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"T_NK","B_cell::Centroblast B",2684,3,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"T_NK","B_cell::Centrocyte B",2684,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"T_NK","B_cell::DN2",2684,1,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"T_NK","B_cell::IgM-only",2684,0,FALSE,"absent_population",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"T_NK","B_cell::MZ",2684,1,FALSE,"low_cell_count",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"T_NK","B_cell::Naïve B",2684,30,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"T_NK","Plasma::Activated plasma",2684,31,TRUE,"adequate_cell_counts",20
