dataset,donor,donor_ID,status,tissue_sample_id,n_total_cells,n_tissue_samples_same_donor_status,sender,receiver,n_sender,n_receiver,count_eligible,reason,min_cells_required
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"T_NK","Plasma::IgA plasma",2684,5236,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"T_NK","Plasma::IgG plasma",2684,28,TRUE,"adequate_cell_counts",20
"SCP1884","130064","SCP1884::130064","Non-inflamed","SCP1884::130064::Non-inflamed",35713,1,"T_NK","Plasma::Transitional B",2684,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::ActB3","Endothelial",0,47,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::ActB3","Epithelial",0,4392,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::ActB3","Mast",0,13,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::ActB3","Mesenchymal_stromal",0,134,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::ActB3","Myeloid",0,373,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::ActB3","T_NK",0,4172,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::CSM","Endothelial",27,47,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::CSM","Epithelial",27,4392,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::CSM","Mast",27,13,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::CSM","Mesenchymal_stromal",27,134,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::CSM","Myeloid",27,373,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::CSM","T_NK",27,4172,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Centroblast B","Endothelial",0,47,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Centroblast B","Epithelial",0,4392,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Centroblast B","Mast",0,13,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Centroblast B","Mesenchymal_stromal",0,134,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Centroblast B","Myeloid",0,373,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Centroblast B","T_NK",0,4172,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Centrocyte B","Endothelial",0,47,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Centrocyte B","Epithelial",0,4392,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Centrocyte B","Mast",0,13,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Centrocyte B","Mesenchymal_stromal",0,134,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Centrocyte B","Myeloid",0,373,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Centrocyte B","T_NK",0,4172,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::DN2","Endothelial",4,47,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::DN2","Epithelial",4,4392,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::DN2","Mast",4,13,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::DN2","Mesenchymal_stromal",4,134,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::DN2","Myeloid",4,373,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::DN2","T_NK",4,4172,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::IgM-only","Endothelial",1,47,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::IgM-only","Epithelial",1,4392,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::IgM-only","Mast",1,13,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::IgM-only","Mesenchymal_stromal",1,134,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::IgM-only","Myeloid",1,373,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::IgM-only","T_NK",1,4172,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::MZ","Endothelial",0,47,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::MZ","Epithelial",0,4392,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::MZ","Mast",0,13,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::MZ","Mesenchymal_stromal",0,134,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::MZ","Myeloid",0,373,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::MZ","T_NK",0,4172,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Naïve B","Endothelial",6,47,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Naïve B","Epithelial",6,4392,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Naïve B","Mast",6,13,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Naïve B","Mesenchymal_stromal",6,134,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Naïve B","Myeloid",6,373,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"B_cell::Naïve B","T_NK",6,4172,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::Activated plasma","Endothelial",389,47,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::Activated plasma","Epithelial",389,4392,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::Activated plasma","Mast",389,13,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::Activated plasma","Mesenchymal_stromal",389,134,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::Activated plasma","Myeloid",389,373,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::Activated plasma","T_NK",389,4172,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::IgA plasma","Endothelial",328,47,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::IgA plasma","Epithelial",328,4392,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::IgA plasma","Mast",328,13,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::IgA plasma","Mesenchymal_stromal",328,134,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::IgA plasma","Myeloid",328,373,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::IgA plasma","T_NK",328,4172,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::IgG plasma","Endothelial",3,47,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::IgG plasma","Epithelial",3,4392,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::IgG plasma","Mast",3,13,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::IgG plasma","Mesenchymal_stromal",3,134,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::IgG plasma","Myeloid",3,373,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::IgG plasma","T_NK",3,4172,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::Transitional B","Endothelial",1,47,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::Transitional B","Epithelial",1,4392,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::Transitional B","Mast",1,13,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::Transitional B","Mesenchymal_stromal",1,134,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::Transitional B","Myeloid",1,373,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Plasma::Transitional B","T_NK",1,4172,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Endothelial","B_cell::ActB3",47,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Endothelial","B_cell::CSM",47,27,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Endothelial","B_cell::Centroblast B",47,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Endothelial","B_cell::Centrocyte B",47,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Endothelial","B_cell::DN2",47,4,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Endothelial","B_cell::IgM-only",47,1,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Endothelial","B_cell::MZ",47,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Endothelial","B_cell::Naïve B",47,6,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Endothelial","Plasma::Activated plasma",47,389,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Endothelial","Plasma::IgA plasma",47,328,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Endothelial","Plasma::IgG plasma",47,3,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Endothelial","Plasma::Transitional B",47,1,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Epithelial","B_cell::ActB3",4392,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Epithelial","B_cell::CSM",4392,27,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Epithelial","B_cell::Centroblast B",4392,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Epithelial","B_cell::Centrocyte B",4392,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Epithelial","B_cell::DN2",4392,4,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Epithelial","B_cell::IgM-only",4392,1,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Epithelial","B_cell::MZ",4392,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Epithelial","B_cell::Naïve B",4392,6,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Epithelial","Plasma::Activated plasma",4392,389,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Epithelial","Plasma::IgA plasma",4392,328,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Epithelial","Plasma::IgG plasma",4392,3,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Epithelial","Plasma::Transitional B",4392,1,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mast","B_cell::ActB3",13,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mast","B_cell::CSM",13,27,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mast","B_cell::Centroblast B",13,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mast","B_cell::Centrocyte B",13,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mast","B_cell::DN2",13,4,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mast","B_cell::IgM-only",13,1,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mast","B_cell::MZ",13,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mast","B_cell::Naïve B",13,6,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mast","Plasma::Activated plasma",13,389,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mast","Plasma::IgA plasma",13,328,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mast","Plasma::IgG plasma",13,3,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mast","Plasma::Transitional B",13,1,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mesenchymal_stromal","B_cell::ActB3",134,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mesenchymal_stromal","B_cell::CSM",134,27,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mesenchymal_stromal","B_cell::Centroblast B",134,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mesenchymal_stromal","B_cell::Centrocyte B",134,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mesenchymal_stromal","B_cell::DN2",134,4,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mesenchymal_stromal","B_cell::IgM-only",134,1,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mesenchymal_stromal","B_cell::MZ",134,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mesenchymal_stromal","B_cell::Naïve B",134,6,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mesenchymal_stromal","Plasma::Activated plasma",134,389,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mesenchymal_stromal","Plasma::IgA plasma",134,328,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mesenchymal_stromal","Plasma::IgG plasma",134,3,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Mesenchymal_stromal","Plasma::Transitional B",134,1,FALSE,"low_cell_count",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Myeloid","B_cell::ActB3",373,0,FALSE,"absent_population",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Myeloid","B_cell::CSM",373,27,TRUE,"adequate_cell_counts",20
"SCP1884","148824","SCP1884::148824","Non-inflamed","SCP1884::148824::Non-inflamed",9890,1,"Myeloid","B_cell::Centroblast B",373,0,FALSE,"absent_population",20
